地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
湖南省,1,1,1,1018,0,4
广东省,0,0,1,1349,0,7
广西壮族自治区,0,0,0,252,0,2
海南省,5,12,0,168,0,5
重庆市,7,13,0,576,0,6
四川省,2,7,0,538,0,3
贵州省,1,2,0,146,0,2
云南省,3,11,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,1
甘肃省,0,0,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,4,1,73,0,0
新疆维吾尔自治区,0,2,0,76,0,3
台湾省,0,0,2,34,0,1
香港特别行政区,0,0,1,94,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,18,39,2,413,0,8
天津市,11,39,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,8,0,75,0,0
辽宁省,11,24,1,122,0,1
吉林省,6,9,0,93,0,1
黑龙江省,0,0,0,480,0,13
上海市,10,32,0,337,0,3
江苏省,0,5,0,631,0,0
浙江省,0,2,0,1205,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,0,0,0,756,0,6
河南省,0,1,0,1272,1,22
湖北省,64,646,570,66907,34,2761
湖南省,0,0,0,1018,0,4
广东省,1,1,0,1349,0,7
广西壮族自治区,0,0,0,252,0,2
海南省,3,15,0,168,0,5
重庆市,6,12,0,576,0,6
四川省,1,5,0,538,0,3
贵州省,0,1,0,146,0,2
云南省,0,5,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,1
甘肃省,0,0,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,1,5,0,73,0,0
新疆维吾尔自治区,0,2,0,76,0,3
台湾省,0,0,5,39,0,1
香港特别行政区,0,0,1,95,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,12,42,1,414,0,8
天津市,9,26,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,8,0,75,0,0
辽宁省,16,31,0,122,0,1
吉林省,2,9,0,93,0,1
黑龙江省,0,0,0,480,0,13
上海市,11,17,0,337,0,3
江苏省,0,5,0,631,0,0
浙江省,4,6,1,1206,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,0,0,2,758,0,6
河南省,0,0,0,1272,0,22
湖北省,80,527,196,67103,42,2803
湖南省,0,0,0,1018,0,4
广东省,0,0,1,1350,0,7
广西壮族自治区,0,0,0,252,0,2
海南省,1,7,0,168,0,5
重庆市,1,6,0,576,0,6
四川省,2,3,0,538,0,3
贵州省,0,0,0,146,0,2
云南省,3,6,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,1
甘肃省,0,0,0,91,0,2
青海省,0,18,0,18,0,0
宁夏回族自治区,0,4,1,74,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,1,40,0,1
香港特别行政区,0,0,3,98,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,14,37,0,414,0,8
天津市,17,31,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,2,0,75,0,0
辽宁省,18,38,3,125,0,1
吉林省,2,4,0,93,0,1
黑龙江省,0,0,0,480,0,13
上海市,9,19,1,338,0,3
江苏省,0,4,0,631,0,0
浙江省,0,2,7,1213,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,1,1,0,935,0,1
山东省,0,0,0,758,0,6
河南省,0,0,0,1272,0,22
湖北省,64,434,114,67217,31,2834
湖南省,0,0,0,1018,0,4
广东省,0,0,0,1350,0,7
广西壮族自治区,0,0,0,252,0,2
海南省,0,2,0,168,0,5
重庆市,2,3,0,576,0,6
四川省,0,1,0,538,0,3
贵州省,1,1,0,146,0,2
云南省,1,4,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,1
甘肃省,0,0,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,4,0,74,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,1,41,0,1
香港特别行政区,0,0,2,100,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,11,38,3,417,0,8
天津市,17,35,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,1,0,75,1,1
辽宁省,36,55,0,125,0,1
吉林省,0,2,0,93,0,1
黑龙江省,2,2,0,480,0,13
上海市,19,26,0,338,0,3
江苏省,0,4,0,631,0,0
浙江省,2,4,0,1213,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,1,0,935,0,1
山东省,0,0,0,758,0,6
河南省,0,0,0,1272,0,22
湖北省,52,340,115,67332,37,2871
湖南省,0,0,0,1018,0,4
广东省,0,0,0,1350,0,7
广西壮族自治区,0,0,0,252,0,2
海南省,0,0,0,168,0,5
重庆市,1,3,0,576,0,6
四川省,1,2,0,538,0,3
贵州省,0,1,0,146,0,2
云南省,2,5,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,1
甘肃省,0,0,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,1,1,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,1,42,0,1
香港特别行政区,0,0,0,100,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,10,34,1,418,0,8
天津市,11,33,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,1,0,75,0,1
辽宁省,32,85,0,125,0,1
吉林省,0,2,0,93,0,1
黑龙江省,0,1,1,481,0,13
上海市,17,32,0,338,0,3
江苏省,0,3,0,631,0,0
浙江省,1,4,2,1215,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,1,0,935,0,1
山东省,0,0,0,758,0,6
河南省,0,0,0,1272,0,22
湖北省,67,315,134,67466,31,2902
湖南省,0,0,0,1018,0,4
广东省,0,0,0,1350,0,7
广西壮族自治区,0,0,0,252,0,2
海南省,1,1,0,168,0,5
重庆市,2,2,0,576,0,6
四川省,0,1,1,539,0,3
贵州省,0,1,0,146,0,2
云南省,2,5,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,1
甘肃省,0,0,0,91,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,1,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,0,42,0,1
香港特别行政区,0,0,4,104,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,3,29,4,422,0,8
天津市,9,27,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,1,0,75,0,1
辽宁省,13,74,0,125,0,1
吉林省,3,3,0,93,0,1
黑龙江省,0,1,0,481,0,13
上海市,22,40,1,339,0,3
江苏省,0,3,0,631,0,0
浙江省,1,2,0,1215,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,0,0,0,758,0,6
河南省,0,0,0,1272,0,22
湖北省,43,285,126,67592,29,2931
湖南省,0,0,0,1018,0,4
广东省,0,0,1,1351,0,7
广西壮族自治区,0,0,0,252,0,2
海南省,0,1,0,168,1,6
重庆市,2,4,0,576,0,6
四川省,2,2,0,539,0,3
贵州省,2,2,0,146,0,2
云南省,2,7,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,1
甘肃省,0,0,11,102,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,1,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,2,44,0,1
香港特别行政区,0,0,0,104,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,13,35,4,426,0,8
天津市,12,25,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,1,0,75,0,1
辽宁省,4,75,0,125,0,1
吉林省,3,5,0,93,0,1
黑龙江省,0,0,0,481,0,13
上海市,16,37,3,342,0,3
江苏省,0,3,0,631,0,0
浙江省,0,2,0,1215,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,0,0,0,758,0,6
河南省,0,0,0,1272,0,22
湖北省,47,301,74,67666,28,2959
湖南省,0,0,0,1018,0,4
广东省,0,0,1,1352,0,7
广西壮族自治区,0,0,0,252,0,2
海南省,0,1,0,168,0,6
重庆市,4,7,0,576,0,6
四川省,0,2,0,539,0,3
贵州省,0,2,0,146,0,2
云南省,0,6,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,1
甘肃省,0,0,17,119,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,0,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,1,45,0,1
香港特别行政区,0,0,3,107,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,3,27,2,428,0,8
天津市,9,27,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,1,0,75,0,1
辽宁省,3,45,0,125,0,1
吉林省,0,3,0,93,0,1
黑龙江省,0,0,0,481,0,13
上海市,25,40,0,342,0,3
江苏省,0,3,0,631,0,0
浙江省,0,2,0,1215,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,0,0,0,758,0,6
河南省,0,0,0,1272,0,22
湖北省,42,295,41,67707,27,2986
湖南省,0,0,0,1018,0,4
广东省,0,0,0,1352,0,7
广西壮族自治区,0,0,0,252,0,2
海南省,0,1,0,168,0,6
重庆市,0,5,0,576,0,6
四川省,1,3,0,539,0,3
贵州省,0,2,0,146,0,2
云南省,1,4,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,1
甘肃省,0,0,1,120,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,0,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,0,45,0,1
香港特别行政区,0,0,2,109,0,2
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,8,35,0,428,0,8
天津市,10,27,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,1,0,75,0,1
辽宁省,2,32,0,125,0,1
吉林省,1,1,0,93,0,1
黑龙江省,1,1,0,481,0,13
上海市,10,30,0,342,0,3
江苏省,0,3,0,631,0,0
浙江省,0,2,0,1215,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,0,0,0,758,0,6
河南省,0,0,0,1272,0,22
湖北省,28,277,36,67743,21,3007
湖南省,0,0,0,1018,0,4
广东省,0,0,0,1352,1,8
广西壮族自治区,0,0,0,252,0,2
海南省,0,0,0,168,0,6
重庆市,0,4,0,576,0,6
四川省,0,2,0,539,0,3
贵州省,0,2,0,146,0,2
云南省,0,4,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,1
甘肃省,0,0,4,124,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,0,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,0,45,0,1
香港特别行政区,0,0,5,114,1,3
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,9,36,1,429,0,8
天津市,1,16,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,1,0,75,0,1
辽宁省,0,4,0,125,0,1
吉林省,0,1,0,93,0,1
黑龙江省,0,1,0,481,0,13
上海市,12,30,0,342,0,3
江苏省,0,0,0,631,0,0
浙江省,0,1,0,1215,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,0,0,0,758,0,6
河南省,0,0,0,1272,0,22
湖北省,13,246,17,67760,17,3024
湖南省,0,0,0,1018,0,4
广东省,0,0,1,1353,0,8
广西壮族自治区,0,0,0,252,0,2
海南省,0,0,0,168,0,6
重庆市,0,4,0,576,0,6
四川省,0,2,0,539,0,3
贵州省,1,3,0,146,0,2
云南省,0,4,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,1
甘肃省,0,0,0,124,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,0,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,0,45,0,1
香港特别行政区,0,0,1,115,0,3
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,2,27,6,435,0,8
天津市,2,9,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,1,0,75,0,1
辽宁省,1,1,0,125,0,1
吉林省,0,1,0,93,0,1
黑龙江省,0,0,1,482,0,13
上海市,18,37,2,344,0,3
江苏省,0,0,0,631,0,0
浙江省,0,1,0,1215,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,0,0,1,759,0,6
河南省,0,0,0,1272,0,22
湖北省,6,198,13,67773,22,3046
湖南省,0,0,0,1018,0,4
广东省,1,1,0,1353,0,8
广西壮族自治区,0,0,0,252,0,2
海南省,0,0,0,168,0,6
重庆市,0,3,0,576,0,6
四川省,0,2,0,539,0,3
贵州省,0,2,0,146,0,2
云南省,1,2,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,1
甘肃省,0,0,1,125,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,0,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,2,47,0,1
香港特别行政区,0,0,5,120,0,3
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,5,29,0,435,0,8
天津市,4,7,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,1,0,75,0,1
辽宁省,0,1,0,125,0,1
吉林省,0,1,0,93,0,1
黑龙江省,0,0,0,482,0,13
上海市,19,46,0,344,0,3
江苏省,0,0,0,631,0,0
浙江省,0,1,0,1215,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,0,0,1,760,0,6
河南省,0,0,1,1273,0,22
湖北省,2,158,8,67781,10,3056
湖南省,0,0,0,1018,0,4
广东省,1,1,3,1356,0,8
广西壮族自治区,0,0,0,252,0,2
海南省,1,1,0,168,0,6
重庆市,0,3,0,576,0,6
四川省,0,1,0,539,0,3
贵州省,0,0,0,146,0,2
云南省,1,3,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,1,2
甘肃省,0,0,2,127,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,0,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,1,48,0,1
香港特别行政区,0,0,9,129,0,3
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,9,31,1,436,0,8
天津市,0,6,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,1,0,75,0,1
辽宁省,0,0,0,125,0,1
吉林省,0,0,0,93,0,1
黑龙江省,0,0,0,482,0,13
上海市,23,55,2,346,0,3
江苏省,0,0,0,631,0,0
浙江省,0,1,0,1215,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,0,0,0,760,1,7
河南省,0,0,0,1273,0,22
湖北省,1,49,5,67786,6,3062
湖南省,0,0,0,1018,0,4
广东省,0,0,0,1356,0,8
广西壮族自治区,0,0,0,252,0,2
海南省,0,1,0,168,0,6
重庆市,0,1,0,576,0,6
四川省,0,0,0,539,0,3
贵州省,0,0,0,146,0,2
云南省,0,2,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,2
甘肃省,0,0,0,127,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,0,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,1,49,0,1
香港特别行政区,0,0,2,131,0,3
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,5,32,1,437,0,8
天津市,1,5,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,0,0,75,0,1
辽宁省,0,0,0,125,0,1
吉林省,0,0,0,93,0,1
黑龙江省,0,0,0,482,0,13
上海市,11,42,4,350,0,3
江苏省,0,0,0,631,0,0
浙江省,0,1,0,1227,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,0,0,0,760,0,7
河南省,0,0,0,1273,0,22
湖北省,0,34,4,67790,13,3075
湖南省,0,0,0,1018,0,4
广东省,0,0,0,1356,0,8
广西壮族自治区,0,0,0,252,0,2
海南省,0,0,0,168,0,6
重庆市,0,0,0,576,0,6
四川省,0,0,0,539,0,3
贵州省,0,0,0,146,0,2
云南省,0,1,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,2
甘肃省,0,0,2,129,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,0,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,1,50,0,1
香港特别行政区,0,0,6,137,1,4
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,9,37,5,442,0,8
天津市,1,3,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,0,0,75,0,1
辽宁省,0,0,0,125,0,1
吉林省,0,0,0,93,0,1
黑龙江省,0,0,0,482,0,13
上海市,24,50,3,353,0,3
江苏省,1,1,0,631,0,0
浙江省,2,3,4,1231,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,0,0,0,760,0,7
河南省,0,0,0,1273,0,22
湖北省,1,18,4,67794,10,3085
湖南省,0,0,0,1018,0,4
广东省,1,1,1,1357,0,8
广西壮族自治区,0,0,0,252,0,2
海南省,0,0,0,168,0,6
重庆市,0,0,0,576,0,6
四川省,0,0,0,539,0,3
贵州省,0,0,0,146,0,2
云南省,0,0,0,174,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,2
甘肃省,0,0,3,132,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,0,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,3,53,0,1
香港特别行政区,0,0,4,141,0,4
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,7,39,4,446,0,8
天津市,4,5,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,0,0,75,0,1
辽宁省,0,0,0,125,0,1
吉林省,0,0,0,93,0,1
黑龙江省,0,0,0,482,0,13
上海市,28,68,2,355,0,3
江苏省,0,1,0,631,0,0
浙江省,0,3,0,1231,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,0,0,0,760,0,7
河南省,0,0,0,1273,0,22
湖北省,2,18,4,67798,14,3099
湖南省,0,0,0,1018,0,4
广东省,0,0,4,1361,0,8
广西壮族自治区,0,0,0,252,0,2
海南省,0,0,0,168,0,6
重庆市,0,0,0,576,0,6
四川省,0,0,0,539,0,3
贵州省,0,0,0,146,0,2
云南省,0,0,1,175,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,245,0,2
甘肃省,0,0,1,133,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,0,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,6,59,0,1
香港特别行政区,0,0,7,148,0,4
澳门特别行政区,0,0,0,10,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,7,36,9,455,0,8
天津市,0,4,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,0,0,75,0,1
辽宁省,0,0,0,125,0,1
吉林省,0,0,0,93,0,1
黑龙江省,0,0,0,482,0,13
上海市,37,80,3,358,0,3
江苏省,0,1,0,631,0,0
浙江省,0,3,1,1232,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,0,0,1,761,0,7
河南省,0,0,0,1273,0,22
湖北省,0,3,1,67799,12,3111
湖南省,0,0,0,1018,0,4
广东省,0,0,3,1364,0,8
广西壮族自治区,0,0,1,253,0,2
海南省,1,1,0,168,0,6
重庆市,0,0,0,576,0,6
四川省,0,0,0,539,0,3
贵州省,0,0,0,146,0,2
云南省,0,0,1,176,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,1,246,1,3
甘肃省,0,0,0,133,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,0,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,8,67,0,1
香港特别行政区,0,0,9,157,0,4
澳门特别行政区,0,0,1,11,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,15,48,3,458,0,8
天津市,0,2,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,0,0,75,0,1
辽宁省,0,0,0,125,0,1
吉林省,0,0,0,93,0,1
黑龙江省,0,0,0,482,0,13
上海市,5,63,3,361,0,3
江苏省,0,1,0,631,0,0
浙江省,1,4,0,1232,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,0,0,0,761,0,7
河南省,0,0,0,1273,0,22
湖北省,0,0,1,67800,11,3122
湖南省,0,0,0,1018,0,4
广东省,0,0,5,1369,0,8
广西壮族自治区,0,0,0,253,0,2
海南省,0,1,0,168,0,6
重庆市,0,0,0,576,0,6
四川省,0,0,1,540,0,3
贵州省,0,0,0,146,0,2
云南省,0,0,0,176,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,246,0,3
甘肃省,0,0,0,133,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,0,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,10,77,0,1
香港特别行政区,0,0,10,167,0,4
澳门特别行政区,0,0,2,13,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,7,41,21,479,0,8
天津市,2,4,0,136,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,0,0,75,0,1
辽宁省,0,0,0,125,0,1
吉林省,0,0,0,93,0,1
黑龙江省,0,0,1,483,0,13
上海市,11,51,2,363,0,3
江苏省,0,1,0,631,0,0
浙江省,1,5,1,1233,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,0,296,0,1
江西省,0,0,0,935,0,1
山东省,1,1,0,761,0,7
河南省,0,0,0,1273,0,22
湖北省,0,0,0,67800,8,3130
湖南省,0,0,0,1018,0,4
广东省,1,1,9,1378,0,8
广西壮族自治区,0,0,0,253,0,2
海南省,0,1,0,168,0,6
重庆市,0,0,0,576,0,6
四川省,0,0,0,540,0,3
贵州省,0,0,0,146,0,2
云南省,0,0,0,176,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,246,0,3
甘肃省,0,0,0,133,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,0,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,23,100,0,1
香港特别行政区,0,0,25,192,0,4
澳门特别行政区,0,0,2,15,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,6,44,6,485,0,8
天津市,1,3,1,137,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,0,0,75,0,1
辽宁省,0,0,1,126,1,2
吉林省,0,0,0,93,0,1
黑龙江省,0,0,1,484,0,13
上海市,24,50,8,371,0,3
江苏省,0,1,0,631,0,0
浙江省,0,4,1,1234,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,3,299,0,1
江西省,0,0,0,935,0,1
山东省,0,1,1,762,0,7
河南省,0,0,0,1273,0,22
湖北省,0,0,0,67800,2,3132
湖南省,0,0,0,1018,0,4
广东省,0,0,14,1392,0,8
广西壮族自治区,0,0,1,254,0,2
海南省,0,1,0,168,0,6
重庆市,0,0,0,576,0,6
四川省,0,0,1,541,0,3
贵州省,0,0,0,146,0,2
云南省,0,0,0,176,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,0,246,0,3
甘肃省,0,0,1,134,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,0,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,8,108,0,1
香港特别行政区,0,0,16,208,0,4
澳门特别行政区,0,0,2,17,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,6,41,14,499,0,8
天津市,8,10,0,137,0,3
河北省,0,0,0,318,0,6
山西省,0,0,0,133,0,0
内蒙古自治区,0,0,0,75,0,1
辽宁省,0,0,0,126,0,2
吉林省,0,0,0,93,0,1
黑龙江省,0,0,0,484,0,13
上海市,22,51,9,380,0,3
江苏省,0,1,0,631,0,0
浙江省,0,1,2,1236,0,1
安徽省,0,0,0,990,0,6
福建省,0,0,4,303,0,1
江西省,0,0,0,935,0,1
山东省,0,1,2,764,0,7
河南省,0,0,0,1273,0,22
湖北省,0,0,0,67800,7,3139
湖南省,0,0,0,1018,0,4
广东省,0,0,7,1399,0,8
广西壮族自治区,0,0,0,254,0,2
海南省,0,1,0,168,0,6
重庆市,0,0,0,576,0,6
四川省,0,0,1,542,0,3
贵州省,0,0,0,146,0,2
云南省,0,0,0,176,0,2
西藏自治区,0,0,0,1,0,0
陕西省,0,0,2,248,0,3
甘肃省,0,0,0,134,0,2
青海省,0,0,0,18,0,0
宁夏回族自治区,0,0,0,75,0,0
新疆维吾尔自治区,0,0,0,76,0,3
台湾省,0,0,27,135,1,2
香港特别行政区,0,0,48,256,0,4
澳门特别行政区,0,0,0,17,0,0
地区,新增疑似,累计疑似,新增确诊,累计确诊,新增死亡,累计死亡
北京市,8,45,13,512,0,8
天津市,12,21,0,137,0,3
河北省,0,0,1,319,0,6
山西省,5,5,0,133,0,0
内蒙古自治区,0,0,0,75,0,1
辽宁省,0,0,0,126,0,2
吉林省,0,0,0,93,0,1
